,USGS-01434000,USGS-01531000,USGS-04235500,USGS-04236500
1931-07-31,6056.407149096961,961.6401102643201,149.059880460288,0.0
1931-08-31,1700.5965389291523,521.0299772928001,135.38284355635201,0.0
1931-09-30,1041.153815494656,326.49324120576006,68.866570911744,0.0
1931-10-31,861.7949091809281,141.86740142592004,55.38775193395201,0.0
1931-11-30,1146.0110984248322,196.20743003596803,47.99705497344001,0.0
1931-12-31,3131.5600646092803,1402.3351937756163,85.00717346918401,0.0
1932-01-31,7443.649463639041,3319.0742227415044,206.79793066137603,0.0
1932-02-29,6003.737814435841,2688.1182469785604,483.73669033113606,0.0
1932-03-31,4009.6654774272006,2504.4834968294404,317.71501876224005,0.0
1932-04-30,11805.576512670721,6536.944035763201,738.3900917329921,0.0
1932-05-31,4638.016303303681,4642.830167224321,389.13010586726404,0.0
1932-06-30,3764.4415859404808,459.38420226201606,135.07135824384002,0.0
1932-07-31,2190.02491542528,280.61994972672005,121.50758872627202,0.0
1932-08-31,1215.5006399616002,129.69115739136004,131.02204918118403,0.0
1932-09-30,803.1790367354881,82.68519204864002,93.70044537292802,0.0
1932-10-31,5213.301358666753,445.7637990512641,72.094691423232,0.0
1932-11-30,9758.834841000962,2514.1395415173124,91.15192917964802,0.0
1932-12-31,2824.0391106201605,698.4067043450881,100.92124125388801,0.0
1933-01-31,4470.663739944961,839.9343036119042,148.74839514777602,0.0
1933-02-28,3076.3422137548805,459.52578649497605,100.12836954931201,0.0
1933-03-31,7878.5962272921615,4913.0578342517765,273.31420330598405,0.0
1933-04-30,11980.29145614336,4983.198663260161,587.0082298521601,0.0
1933-05-31,3358.9443427430406,2752.9638256742405,224.26942500864004,0.0
1933-06-30,1710.1109993840644,895.3786892390401,142.12225304524802,0.0
1933-07-31,1022.9177662894082,618.5248801090561,115.67431832832003,0.0
1933-08-31,6856.697867480065,2164.8229219584005,85.74341148057601,0.0
1933-09-30,6945.556132085761,1174.3562618634242,69.65944261632,0.0
1933-10-31,3143.7363086438404,430.72755351091206,46.949331649536006,0.0
1933-11-30,3402.8354549606406,805.8691371617282,42.418636194816,0.0
1933-12-31,4065.166496747521,1409.8957918156802,92.82262312857601,0.0
1934-01-31,5988.729885742081,2368.1378804889605,184.99395878553602,0.0
1934-02-28,2041.9278077491203,259.09914631680005,170.46741648384003,0.0
1934-03-31,5991.844738867201,3563.3919751372805,231.94329043507204,0.0
1934-04-30,9725.987298954242,4478.02612005888,460.3752918927361,0.0
1934-05-31,3450.6909257011207,579.2777307325441,194.81990455296003,0.0
1934-06-30,1634.2218505175042,324.51106194432003,128.53016668108802,0.0
1934-07-31,2022.4458172938243,140.536509636096,93.92698014566402,0.0
1934-08-31,1583.9311309701122,206.42981165568003,62.920033127424006,0.0
1934-09-30,4564.392502164481,628.4924101094401,38.624178751488,0.0
1934-10-31,3974.2694191872006,345.32394418944006,31.375066023936004,0.0
1934-11-30,4823.774816947201,931.7092034165762,39.21883252992001,0.0
1934-12-31,7288.756312780801,1155.5538757263362,155.65770571622403,0.0
1935-01-31,6650.494590597121,2319.9992412825604,317.48848398950406,0.0
1935-02-28,2510.2884503808004,1058.4837256089602,264.592614555648,0.0
1935-03-31,10279.015312896001,5243.147314974721,392.21664214579204,0.0
1935-04-30,6517.405411614721,5193.026496506881,579.674166584832,0.0
1935-05-31,5624.292070103041,3082.9400390108167,465.8404432849921,0.0
1935-06-30,2154.9120256512,630.8710252231681,161.68919404032002,0.0
1935-07-31,5096.182881162241,5166.238759630849,411.16061251584006,0.0
1935-08-31,1756.7771625676803,1155.582192572928,255.78607526553603,0.0
1935-09-30,1241.6937230592002,428.4338889369601,114.42837707827202,0.0
1935-10-31,1493.1473207961603,527.372950929408,78.26776398028801,0.0
1935-11-30,8945.2918384128,1583.5063782712323,98.48599244697601,0.0
1935-12-31,4840.764924902401,1675.6210802350083,248.02725929932805,0.0
1936-01-31,3861.0020328192004,791.7390307123201,263.601524924928,0.0
1936-02-29,2055.8030625792003,832.7984582707202,203.90961230899202,0.0
1936-03-31,24989.617117440004,18351.865107809284,1028.1846997555201,0.0
1936-04-30,10509.231275688962,4491.051869491201,698.0669021859841,0.0
1936-05-31,3108.6234188697604,1398.7106374118403,338.18809884825606,0.0
1936-06-30,2198.23680093696,532.0169137704961,175.28128040448001,0.0
1936-07-31,1270.9450255887361,176.49890480793601,108.56678983372802,0.0
1936-08-31,1386.3361754511361,532.4983001625601,48.78992667801601,0.0
1936-09-30,1073.0102679106562,238.20131353190405,27.835460199936005,0.0
1936-10-31,1796.3641141032963,419.57071595366403,25.740013552128005,0.0
1936-11-30,4071.9625399296006,1844.9841397017603,23.927735370240004,0.0
1936-12-31,5278.543373214721,1726.1949682483203,113.23906952140801,0.0
1937-01-31,9721.456603499522,5888.205080340481,439.33587487488006,0.0
1937-02-28,6613.682690027521,1334.5729798809602,421.12814251622405,0.0
1937-03-31,4357.396353576961,2139.0545915596804,347.3061234508801,0.0
1937-04-30,11906.384486538242,7210.884984652801,556.0012828339201,0.0
1937-05-31,6577.7202948556815,3902.0614603776007,406.46001598156806,0.0
1937-06-30,4612.247972904961,1774.6167759206403,245.93181265152003,0.0
1937-07-31,2756.3618472652806,478.55470740480007,163.52978906880003,0.0
1937-08-31,2506.6072603238404,2450.8230725376,108.28362136780802,0.0
1937-09-30,2621.2904890214404,841.8598491801602,130.625613328896,0.0
1937-10-31,4527.863770060801,1862.3990003558401,106.38639264614402,0.0
1937-11-30,4465.566707558401,3489.4850055321604,283.02688168704003,0.0
1937-12-31,5235.784934860801,2301.5932909977605,307.63422137548804,0.0
1938-01-31,5426.640480890881,1871.6869260380163,275.77776895948807,0.0
1938-02-28,6578.003463321601,3088.23528932352,506.0786822922241,0.0
1938-03-31,6365.627113881601,4883.240194790401,539.0961254184961,0.0
1938-04-30,6382.617221836801,3650.3246941747207,350.27939234304006,0.0
1938-05-31,3807.7663612262404,1611.7949080166402,311.48531251200006,0.0
1938-06-30,3488.3523316684805,964.7549633894401,158.48939037542402,0.0
1938-07-31,5768.424819256321,419.93883495936007,95.59767409459201,0.0
1938-08-31,5990.428896537601,240.83478026496005,72.60439466188801,0.0
1938-09-30,8727.535288120322,1247.3570923776,93.24737582745601,0.0
1938-10-31,2860.2846742579204,360.67167504230406,160.41493594368004,0.0
1938-11-30,4260.2695697664,583.553574567936,137.33670597120002,0.0
1938-12-31,9443.102001500161,1728.0638801233922,153.76047699456,0.0
1939-01-31,3387.2611893350404,1060.2393700976643,149.11651415347202,0.0
1939-02-28,7500.283156823041,5630.8049448192005,241.99577097523203,0.0
1939-03-31,10519.708508928003,6002.605140572161,599.0145728071681,0.0
1939-04-30,11730.253700736002,3581.7979254220804,627.6429047116801,0.0
1939-05-31,3375.9344506982407,823.4538988953601,224.46764293478404,0.0
1939-06-30,1508.1835663365123,301.29124773888003,124.73570923776002,0.0
1939-07-31,1062.561351518208,178.82088622848002,58.70082298521601,0.0
1939-08-31,1136.5249548165123,236.41735219660802,41.172694944768004,0.0
1939-09-30,894.0761142958081,95.17292139571201,36.557048950272005,0.0
1939-10-31,2225.9306769039363,326.06848850688004,22.540209887232002,0.0
1939-11-30,4579.11726239232,605.1310116710401,25.088726080512004,0.0
1939-12-31,3151.9481941555205,1228.639656780288,32.45110619443201,0.0
1940-01-31,1343.6343707904002,491.0141199052801,34.574869688832,0.0
1940-02-29,1232.3491636838403,564.9210895104001,46.722796876800004,0.0
1940-03-31,5381.050357877761,4428.188470056961,214.69833086054405,0.0
1940-04-30,23278.996414817284,16317.016511708163,1254.29471979264,0.0
1940-05-31,5800.139687439361,3000.1698964224006,376.81227759974405,0.0
1940-06-30,3557.1622688870407,1938.3164660689922,285.943516886016,0.0
1940-07-31,2192.5734316185603,1012.2989488174081,277.84489876070404,0.0
1940-08-31,1346.0413027507202,350.56256080896003,145.322056710144,0.0
1940-09-30,2797.7044432896005,469.52163334195205,97.57985335603202,0.0
1940-10-31,1838.8960176844803,294.60847194316807,61.24933917849601,0.0
1940-11-30,4809.05005671936,661.7080711618561,26.447934716928003,0.0
1940-12-31,6692.969860485121,2792.6923614428165,101.60084557209602,0.0
1941-01-31,4519.085547617281,1248.7729347072002,305.14233887539206,0.0
1941-02-28,3336.0076970035207,600.4870488299521,247.31933813452804,0.0
1941-03-31,4245.544809538561,2936.0322388915206,245.28052517990403,0.0
1941-04-30,9602.525847813122,6911.292747709441,647.7761826385921,0.0
1941-05-31,2152.9298463897603,726.4403824711682,240.01359171379204,0.0
1941-06-30,1545.2503185254402,539.2660264980481,120.51649909555202,0.0
1941-07-31,1264.4604677191683,229.16823946905603,79.99509162240001,0.0
1941-08-31,1503.5679203420161,168.90998992128004,51.48002710425601,0.0
1941-09-30,640.555386757632,86.11153048627202,38.00120812646401,0.0
1941-10-31,559.4559381181441,90.84044386713602,31.318432330752003,0.0
1941-11-30,1174.6677471759363,157.01691435264001,22.851695199744004,0.0
1941-12-31,3010.9302981273604,657.9985642583041,53.037453666816006,0.0
1942-01-31,2820.9242574950404,528.5905753328641,105.39530301542402,0.0
1942-02-28,2286.3021938380803,662.0478733209601,147.27591912499201,0.0
1942-03-31,9199.293952343041,9145.32204273869,711.6589885501442,0.0
1942-04-30,6313.807284618241,3622.8573529804808,458.95944956313605,0.0
1942-05-31,7848.863538370561,2502.1048817157125,214.16031077529604,0.0
1942-06-30,4824.624322344961,896.6812641822721,136.74205219276803,0.0
1942-07-31,2073.3595074662403,1006.8337974251522,116.15570472038402,0.0
1942-08-31,2158.0268787763202,1397.2098445424642,116.43887318630402,0.0
1942-09-30,4380.332999316481,723.5520641187841,129.23808784588803,0.0
1942-10-31,6470.399446272001,1773.3991515171842,122.38541097062402,0.0
1942-11-30,6768.2926724198405,3038.9639762534407,178.76425253529604,0.0
1942-12-31,8001.774509967361,4832.836207856641,314.06214555187205,0.0
1943-01-31,6446.613295134721,3231.5185330790405,747.3665321026562,0.0
1943-02-28,6177.036915578881,2918.0510413056004,346.34335066675203,0.0
1943-03-31,11710.715076587521,4800.271834275841,613.5127982622721,0.0
1943-04-30,7459.223729264641,5123.08388542464,505.5123453603841,0.0
1943-05-31,12027.014253020161,8817.016523351042,783.2439767347201,0.0
1943-06-30,4555.331111255041,1403.6660855654402,443.9232040227841,0.0
1943-07-31,1557.9928994918403,397.0021892198401,200.59654125772803,0.0
1943-08-31,1074.1146249277442,286.70807174400005,84.412519690752,0.0
1943-09-30,687.0516488616961,164.09612600064003,41.22932863795201,0.0
1943-10-31,1926.4233905003523,1057.7474875975681,32.14528425123841,0.0
1943-11-30,5877.161510169601,2415.4270142976006,247.71577398681603,0.0
1943-12-31,2378.6151137280003,619.1478507340801,213.90545915596803,0.0
1944-01-31,1387.8086514739202,413.99229717504005,141.27274764748802,0.0
1944-02-29,1854.1871148441603,1145.98278157824,133.7971001472,0.0
1944-03-31,7210.6018161868815,4064.6001598156804,380.7483192760321,0.0
1944-04-30,9371.460379622402,4636.317292508161,530.969190446592,0.0
1944-05-31,3909.7070089574404,4460.752843637761,421.72279629465606,0.0
1944-06-30,1926.6782421196804,2097.7686292285443,256.12587742464007,0.0
1944-07-31,1063.6373916887042,555.0101932032001,214.07536023552004,0.0
1944-08-31,608.6139838018561,174.65830977945603,93.38896006041601,0.0
1944-09-30,1243.2794664683522,157.86641975040004,58.38933767270401,0.0
1944-10-31,1278.7038415549441,227.24269390080005,33.555463211520006,0.0
1944-11-30,2081.0050560460804,310.66412396083206,22.993279432704004,0.0
1944-12-31,4220.059647605761,850.7513390100481,101.11945918003201,0.0
1945-01-31,4500.39642886656,873.8578858291202,189.241485774336,0.0
1945-02-28,3348.4671095040003,2643.0944608972804,207.70406975232004,0.0
1945-03-31,18146.8511384832,11753.190346475521,1101.4120650424322,0.0
1945-04-30,6515.423232353281,2673.3934867507205,427.1029971471361,0.0
1945-05-31,8063.222067072001,7188.231507379201,484.61451257548805,0.0
1945-06-30,5354.715690547201,2357.3774787840002,287.92569614745605,0.0
1945-07-31,8088.424060538881,776.8443694049281,255.30468887347203,0.0
1945-08-31,4495.865733411841,432.0584453007361,148.94661307392002,0.0
1945-09-30,4238.46559789056,1301.074150362624,113.52223798732803,0.0
1945-10-31,6043.38139966464,2497.8290378803204,352.99780961587203,0.0
1945-11-30,8159.499345484801,3434.5503231436805,478.46975686502407,0.0
1945-12-31,4523.899411537921,3923.0159268556804,484.69946311526405,0.0
1946-01-31,6212.716142284801,4315.487420620801,340.19859495628805,0.0
1946-02-28,2440.6290077644803,652.9864824115201,202.43713628620804,0.0
1946-03-31,10563.599621145602,4522.483569208321,481.4147089105921,0.0
1946-04-30,3011.4966350592003,785.5942750018561,246.69636750950403,0.0
1946-05-31,8966.5294733568,7319.338507100161,193.94208230860804,0.0
1946-06-30,5743.505994255361,4116.703157544961,278.63777046528,0.0
1946-07-31,2308.6725026457602,1462.5651264768003,256.18251111782405,0.0
1946-08-31,1927.8109159833602,1941.1481507281924,185.36207779123202,0.0
1946-09-30,1571.4434016230402,675.6399596851201,107.63233389619202,0.0
1946-10-31,2072.2268336025604,1689.3264339855364,136.11908156774402,0.0
1946-11-30,1718.8325881344003,854.2626279874561,196.00921210982403,0.0
1946-12-31,1825.5870997862403,663.6619335767041,174.96979509196802,0.0
1947-01-31,5645.812873512961,3267.4809282508804,213.93377600256002,0.0
1947-02-28,3927.5466223104004,1453.50373556736,337.22532606412807,0.0
1947-03-31,7863.588298598401,2733.4252015257603,388.90357109452805,0.0
1947-04-30,11412.821850439683,7652.061454556161,708.6574028113921,0.0
1947-05-31,11607.924923458562,6944.989795153921,568.1775268684801,0.0
1947-06-30,4211.564593628161,3894.0194759454725,658.1118316446721,0.0
1947-07-31,7923.053676441601,1734.1520021406723,206.42981165568003,0.0
1947-08-31,3757.9287112243205,1744.6575522263042,145.20878932377602,0.0
1947-09-30,1651.8915627909123,1150.5417938795522,110.20916693606402,0.0
1947-10-31,1115.598805185024,338.32968308121605,51.11190809856001,0.0
1947-11-30,4832.553039390721,727.7429574144002,35.67922670592001,0.0
1947-12-31,2905.8747972710403,837.6406390379522,66.997659036672,0.0
1948-01-31,1866.0801904128002,434.38042672128006,99.61866631065601,0.0
1948-02-29,3751.1326680422403,2686.1360677171206,123.43313429452802,0.0
1948-03-31,15155.176296038402,9453.579234739202,505.96541490585605,0.0
1948-04-30,10184.153876812801,5945.971447388161,421.46794467532806,0.0
1948-05-31,7598.259446031361,3835.5168708864007,431.43547467571204,0.0
1948-06-30,4165.124965217281,1424.9603542026243,311.1738271994881,0.0
1948-07-31,2298.4784378726404,535.160083742208,157.8664197504,0.0
1948-08-31,1472.6742407101442,690.9027399982081,69.97092792883201,0.0
1948-09-30,1015.8385546414081,181.53930350131202,42.98497312665601,0.0
1948-10-31,1076.6065074278401,251.31201350400005,27.523974887424004,0.0
1948-11-30,2442.526236486144,1177.6976497612802,22.398625654272003,0.0
1948-12-31,5281.658226339841,1490.0324676710402,127.76561182310402,0.0
1949-01-31,10957.770125706242,3887.903037081601,315.647888961024,0.0
1949-02-28,6617.080711618561,2377.1992713984005,388.875254247936,0.0
1949-03-31,5251.642368952321,2368.9873858867204,405.44060950425603,0.0
1949-04-30,5667.050508456961,3187.0610839296005,300.10194018201605,0.0
1949-05-31,5823.359501644801,1467.9453273292802,283.39500069273606,0.0
1949-06-30,1877.9732659814404,421.4113109821441,66.82775795712001,0.0
1949-07-31,941.7900008033281,171.60009034752002,55.35943508736001,0.0
1949-08-31,837.5273716515842,216.68051012198404,52.13131457587201,0.0
1949-09-30,793.0982393487361,221.01298765056004,65.55349986048,0.0
1949-10-31,919.7028604615681,187.31594020608003,93.61549483315201,0.0
1949-11-30,2083.83674070528,320.2635349555201,34.574869688832,0.0
1949-12-31,5897.54963971584,1081.6185892746241,160.64147071641602,0.0
1950-01-31,6842.199642024961,2907.8569765324805,357.67008930355206,0.0
1950-02-28,3637.2989447424006,1258.6838310144,286.84965597696004,0.0
1950-03-31,9330.400952064001,7451.011843752961,504.5495725762561,0.0
1950-04-30,12602.129407303682,6100.2982613145605,897.0777000345602,0.0
1950-05-31,5897.549639715841,2836.2153546547206,280.90311819264,0.0
1950-06-30,4159.17842743296,1407.8852957076483,177.20682597273603,0.0
1950-07-31,2757.7776895948805,445.1974621194241,179.92524324556803,0.0
1950-08-31,2279.5061506560005,621.0167626091521,154.60998239232003,0.0
1950-09-30,1965.1891534848003,981.0937838730242,140.56482648268803,0.0
1950-10-31,1089.6322568601602,2268.0378277862405,81.35430025881601,0.0
1950-11-30,6329.834619789313,5348.910736995841,200.79475918387203,0.0
1950-12-31,10282.41333448704,5572.472240839681,707.9777984931841,0.0
1951-01-31,7572.207947166721,4220.059647605761,511.0341304458241,0.0
1951-02-28,9584.403065994242,4866.53325530112,472.60816962048006,0.0
1951-03-31,10530.752079098882,7157.649313059841,666.4086676961281,0.0
1951-04-30,10912.463171159041,5544.155394247681,477.5353009274881,0.0
1951-05-31,2811.5796981196804,1076.2383884221442,232.65121159987203,0.0
1951-06-30,2218.6249304832004,1309.2577190277123,135.581061482496,0.0
1951-07-31,2625.5380160102404,1475.9589949148162,90.92539440691202,0.0
1951-08-31,1820.7732358656003,267.16944759552007,39.643585228800006,0.0
1951-09-30,1367.958542012928,194.36683500748802,43.466359518720004,0.0
1951-10-31,2445.6977233044486,154.55334869913602,46.977648496128005,0.0
1951-11-30,8373.008368788482,839.8210362255361,110.88877125427202,0.0
1951-12-31,6655.025286051841,2606.5657287936006,166.36147372800002,0.0
1952-01-31,8928.3017304576,5798.440676643841,294.296986630656,0.0
1952-02-29,6154.383438305281,2950.6154148864007,415.71962481715207,0.0
1952-03-31,9697.670452362241,6737.993646566401,438.20320101120006,0.0
1952-04-30,12724.458184581123,5579.834620953601,412.6614053852161,0.0
1952-05-31,7894.170492917761,3885.0147187292164,315.98769112012803,0.0
1952-06-30,3914.520872878081,830.0517241512961,237.86151137280004,0.0
1952-07-31,4754.341909103617,312.02333259724804,60.85290332620801,0.0
1952-08-31,1481.6223642332163,237.66329344665604,39.813486308352005,0.0
1952-09-30,2008.0042255319042,173.18583375667203,34.150116989952004,0.0
1952-10-31,1000.1227047828481,229.84784378726403,37.03843534233601,0.0
1952-11-30,3027.467336537088,1036.651436886528,74.07687068467202,0.0
1952-12-31,9545.325817697281,3383.8914845905924,87.89549182156802,0.0
1953-01-31,7947.689332976641,2804.2456348523524,230.30091333273603,0.0
1953-02-28,6866.552130094081,2102.8090279219205,328.90017316608004,0.0
1953-03-31,9954.504250951682,5438.533556459521,335.46968157542403,0.0
1953-04-30,9842.369538447361,3261.5343904665606,398.89941794150405,0.0
1953-05-31,8293.72119833088,3717.1524521318406,361.06811089459205,0.0
1953-06-30,2180.96352451584,1704.0228773667843,188.47693091635202,0.0
1953-07-31,1159.4332837094403,462.9238080860161,64.90221238886402,0.0
1953-08-31,603.4320008755201,257.82488822016006,44.03269645056,0.0
1953-09-30,870.2899631585282,140.02680639744003,24.182586989568005,0.0
1953-10-31,880.8521469373442,145.26542301696003,15.517631932416002,0.0
1953-11-30,2498.9617117440002,340.93483296768005,12.431095653888,0.0
1953-12-31,6886.657091174401,677.4522378670081,11.89307556864,0.0
1954-01-31,3534.5087916134407,757.8154484951041,14.526542301696002,0.0
1954-02-28,7006.720520724481,2119.431016871424,78.69251667916801,0.0
1954-03-31,6870.233320151041,3586.0454524108804,419.0043790218241,0.0
1954-04-30,6531.280666444801,4132.56059163648,437.77844831232005,0.0
1954-05-31,7641.017884385281,3883.2873910871044,477.6202514672641,0.0
1954-06-30,2065.515740960256,1683.57811412736,175.98920156928003,0.0
1954-07-31,663.1805471846401,220.16348225280004,129.06818676633603,0.0
1954-08-31,516.6974997642241,132.126406198272,78.94736829849602,0.0
1954-09-30,990.9763633336322,106.27312525977602,73.99192014489601,0.0
1954-10-31,844.4083653734401,155.96919102873602,55.81250463283201,0.0
1954-11-30,6103.299847053313,224.69417770752003,76.65370372454402,0.0
1954-12-31,5704.428745958401,1454.7779936640002,220.30506648576002,0.0
1955-01-31,3838.3485555456004,1409.3294548838403,516.7541334574081,0.0
1955-02-28,3150.8155202918406,1357.7927940864001,209.09159523532804,0.0
1955-03-31,9386.468308316162,7880.861575019521,992.1939877370882,0.0
1955-04-30,5620.894048512001,1727.3276421120001,350.958996661248,0.0
1955-05-31,2420.2408782182406,750.1132662220801,194.87653824614404,0.0
1955-06-30,2084.40307763712,233.33081591808005,126.29313580032002,0.0
1955-07-31,1039.1433193866242,143.36819429529604,75.26617824153601,0.0
1955-08-31,10911.245546755585,701.26670585088,67.87548128102401,0.0
1955-09-30,2579.6647245312006,203.45654276352002,62.43864673536001,0.0
1955-10-31,11536.000133114881,7380.927648437761,82.51529096908801,0.0
1955-11-30,8082.760691220481,4185.513094763521,199.97357063270402,0.0
1955-12-31,3258.7027058073604,1635.8642276198402,375.56633634969603,0.0
1956-01-31,3272.2947921715204,789.8701188372481,227.41259498035203,0.0
1956-02-29,4195.42399107072,2069.0270299376643,262.44053421465605,0.0
1956-03-31,8374.990548049922,10438.439159208961,837.8954906572801,0.0
1956-04-30,15960.507413114883,9266.971215697922,856.6412431011842,0.0
1956-05-31,7066.469067033601,2919.75005210112,347.75919299635206,0.0
1956-06-30,4066.5823390771207,867.3733279595522,229.05497208268804,0.0
1956-07-31,1796.7039162624003,835.8566777026562,97.60817020262401,0.0
1956-08-31,1137.7708960665602,637.8936031779841,69.77271000268802,0.0
1956-09-30,1951.7103345070084,1016.6314263459842,73.65211798579202,0.0
1956-10-31,1738.3712122828802,521.7662153041921,112.33293043046402,0.0
1956-11-30,2546.5340140185604,1310.9850466698242,118.76085460684801,0.0
1956-12-31,5984.7655272192005,4042.0599499284485,156.81869642649602,0.0
1957-01-31,3942.5545510041607,2553.8963941324805,333.4308686208,0.0
1957-02-28,3042.0788293785604,1827.8524475136003,304.49105140377605,0.0
1957-03-31,5200.105708154881,4531.828128583681,451.25726729011205,0.0
1957-04-30,8418.032154869761,8013.667585536001,298.88431577856005,0.0
1957-05-31,3496.8473856460805,3363.1918697318406,221.15457188352002,0.0
1957-06-30,1674.5450400645122,678.386693804544,184.54088924006402,0.0
1957-07-31,1324.94525203968,378.08653569638403,239.36230424217604,0.0
1957-08-31,953.3999079060482,183.43653222297604,126.26481895372801,0.0
1957-09-30,1159.2067489367041,165.73850310297604,83.22321213388801,0.0
1957-10-31,1172.6289342213122,156.22404264806403,71.83983980390401,0.0
1957-11-30,1396.0488538321922,247.88567506636804,57.85131758745601,0.0
1957-12-31,7436.570251991041,1178.490521465856,80.44816116787202,0.0
1958-01-31,4517.103368355841,809.9467630709761,202.26723520665604,0.0
1958-02-28,2809.8806873241606,598.0801168696321,242.47715736729603,0.0
1958-03-31,6171.656714726401,4324.5488115302405,476.0628249047041,0.0
1958-04-30,17510.005258629124,13600.298249671681,1080.7690838768642,0.0
1958-05-31,6910.160073845761,3976.5347669145604,395.72793112320005,0.0
1958-06-30,2131.4090429798403,1655.3179012285443,353.53582970112006,0.0
1958-07-31,1752.2464671129603,912.9634509726721,172.73276421120002,0.0
1958-08-31,1470.7770119884801,351.92176944537607,114.28679284531202,0.0
1958-09-30,1640.3949230745602,536.6891934581761,82.54360781568002,0.0
1958-10-31,3445.5938933145603,648.9088565022721,82.57192466227201,0.0
1958-11-30,5190.194811847681,1392.6225153945602,240.91973080473605,0.0
1958-12-31,3655.7048950272006,881.2202659430401,231.15041873049603,0.0
1959-01-31,4806.218372060161,3588.8771370700806,299.67718748313604,0.0
1959-02-28,3649.4751887769607,2277.5239713945602,424.63943149363206,0.0
1959-03-31,6073.6804255180805,4953.1828058726405,477.33708300134407,0.0
1959-04-30,9280.280133596161,5642.981188853761,649.3336092011521,0.0
1959-05-31,3107.7739134720005,1500.7928693760002,165.03058193817603,0.0
1959-06-30,1439.3453122713602,395.41644581068806,80.50479486105601,0.0
1959-07-31,1452.5692796298242,218.88922415616003,75.26617824153601,0.0
1959-08-31,1386.3928091443202,360.33187288320005,67.563995968512,0.0
1959-09-30,1408.7631179520001,276.65559120384006,54.42497914982401,0.0
1959-10-31,3914.804041344001,1936.9006237393921,52.52775042816001,0.0
1959-11-30,7261.855308518401,3383.2968308121604,127.05769065830403,0.0
1959-12-31,7615.815890918401,5938.042730342401,574.7187184312321,0.0
1960-01-31,5498.565271234561,2371.8190705459206,524.767801042944,0.0
1960-02-29,6304.7458937088,2933.6253069312006,422.51566799923205,0.0
1960-03-31,3676.0930245734407,4438.09936636416,344.1346366325761,0.0
1960-04-30,14167.767855375363,8087.857723607041,917.4091958876162,0.0
